Sample #,Code,Voltage
3237,56,0.0451 V
3238,61,0.0492 V
3239,44,0.0355 V
3240,0,0.0000 V
3241,6,0.0048 V
3242,12,0.0097 V
3243,46,0.0371 V
3244,8,0.0064 V
3245,4,0.0032 V
3246,38,0.0306 V
3247,0,0.0000 V
3248,79,0.0637 V
3249,79,0.0637 V
3250,0,0.0000 V
3251,49,0.0395 V
3252,21,0.0169 V
3253,46,0.0371 V
3254,5,0.0040 V
3255,17,0.0137 V
3256,52,0.0419 V
3257,43,0.0347 V
3258,5,0.0040 V
3259,10,0.0081 V
3260,0,0.0000 V
3261,0,0.0000 V
3262,0,0.0000 V
3263,7,0.0056 V
3264,0,0.0000 V
3265,21,0.0169 V
3266,0,0.0000 V
3267,6,0.0048 V
3268,10,0.0081 V
3269,0,0.0000 V
3270,0,0.0000 V
3271,0,0.0000 V
3272,0,0.0000 V
3273,0,0.0000 V
3274,0,0.0000 V
3275,0,0.0000 V
3276,0,0.0000 V
3277,27,0.0218 V
3278,0,0.0000 V
3279,1,0.0008 V
3280,0,0.0000 V
3281,3,0.0024 V
3282,0,0.0000 V
3283,0,0.0000 V
3284,18,0.0145 V
3285,0,0.0000 V
3286,0,0.0000 V
3287,0,0.0000 V
3288,13,0.0105 V
3289,0,0.0000 V
3290,0,0.0000 V
3291,0,0.0000 V
3292,31,0.0250 V
3293,34,0.0274 V
3294,41,0.0330 V
3295,26,0.0210 V
3296,8,0.0064 V
3297,40,0.0322 V
3298,27,0.0218 V
3299,33,0.0266 V
3300,16,0.0129 V
3301,0,0.0000 V
3302,28,0.0226 V
3303,43,0.0347 V
3304,12,0.0097 V
3305,39,0.0314 V
3306,47,0.0379 V
3307,80,0.0645 V
3308,85,0.0685 V
3309,52,0.0419 V
3310,28,0.0226 V
3311,0,0.0000 V
3312,21,0.0169 V
3313,44,0.0355 V
3314,27,0.0218 V
3315,0,0.0000 V
3316,16,0.0129 V
3317,30,0.0242 V
3318,29,0.0234 V
3319,92,0.0741 V
3320,3307,2.6650 V
3321,3327,2.6811 V
3322,3302,2.6610 V
3323,3265,2.6311 V
3324,3314,2.6706 V
3325,3293,2.6537 V
3326,3294,2.6545 V
3327,3323,2.6779 V
3328,3324,2.6787 V
3329,3283,2.6456 V
3330,3302,2.6610 V
3331,3309,2.6666 V
3332,3285,2.6473 V
3333,3341,2.6924 V
3334,3325,2.6795 V
3335,3322,2.6771 V
3336,3297,2.6569 V
3337,3274,2.6384 V
3338,3319,2.6747 V
3339,3259,2.6263 V
3340,3228,2.6013 V
3341,3214,2.5900 V
3342,3225,2.5989 V
3343,3236,2.6078 V
3344,3223,2.5973 V
3345,3294,2.6545 V
3346,3253,2.6215 V
3347,3284,2.6464 V
3348,3351,2.7004 V
3349,3283,2.6456 V
3350,3259,2.6263 V
3351,3193,2.5731 V
3352,3210,2.5868 V
3353,3205,2.5828 V
3354,3220,2.5949 V
3355,3254,2.6223 V
3356,3254,2.6223 V
3357,3334,2.6867 V
3358,3295,2.6553 V
3359,3333,2.6859 V
3360,3318,2.6738 V
3361,3255,2.6231 V
3362,3307,2.6650 V
3363,3322,2.6771 V
3364,3342,2.6932 V
3365,3286,2.6481 V
3366,3313,2.6698 V
3367,3318,2.6738 V
3368,3378,2.7222 V
3369,3335,2.6875 V
3370,3335,2.6875 V
3371,3289,2.6505 V
3372,3237,2.6086 V
3373,3263,2.6295 V
3374,3266,2.6319 V
3375,3246,2.6158 V
3376,3288,2.6497 V
3377,3338,2.6900 V
3378,3338,2.6900 V
3379,3297,2.6569 V
3380,3287,2.6489 V
3381,3261,2.6279 V
3382,3260,2.6271 V
3383,3199,2.5779 V
3384,3209,2.5860 V
3385,3242,2.6126 V
3386,3201,2.5796 V
3387,3252,2.6207 V
3388,3292,2.6529 V
3389,3275,2.6392 V
3390,3289,2.6505 V
3391,3247,2.6166 V
3392,3259,2.6263 V
3393,3169,2.5538 V
3394,3157,2.5441 V
3395,3136,2.5272 V
3396,3129,2.5215 V
3397,3148,2.5368 V
3398,3140,2.5304 V
3399,3250,2.6190 V
3400,3151,2.5393 V
3401,3103,2.5006 V
3402,3135,2.5264 V
3403,3068,2.4724 V
3404,3076,2.4788 V
3405,3061,2.4667 V
3406,3144,2.5336 V
3407,3089,2.4893 V
3408,3117,2.5119 V
3409,3162,2.5481 V
3410,3102,2.4998 V
3411,3099,2.4974 V
3412,3034,2.4450 V
3413,3079,2.4812 V
3414,3020,2.4337 V
3415,3032,2.4434 V
3416,3046,2.4547 V
3417,3048,2.4563 V
3418,3133,2.5248 V
3419,3112,2.5078 V
3420,3120,2.5143 V
3421,3107,2.5038 V
3422,3071,2.4748 V
3423,3083,2.4845 V
3424,3063,2.4684 V
3425,3026,2.4385 V
3426,3025,2.4377 V
3427,3142,2.5320 V
3428,3172,2.5562 V
3429,3128,2.5207 V
3430,3159,2.5457 V
3431,3127,2.5199 V
3432,3143,2.5328 V
3433,3119,2.5135 V
3434,3079,2.4812 V
3435,3090,2.4901 V
3436,3065,2.4700 V
3437,3140,2.5304 V
3438,3161,2.5473 V
3439,3141,2.5312 V
3440,3150,2.5385 V
3441,3152,2.5401 V
3442,3154,2.5417 V
3443,3129,2.5215 V
3444,3087,2.4877 V
3445,3067,2.4716 V
3446,3123,2.5167 V
3447,3099,2.4974 V
3448,3162,2.5481 V
3449,3185,2.5667 V
3450,3149,2.5377 V
3451,3159,2.5457 V
3452,3139,2.5296 V
3453,3137,2.5280 V
3454,3067,2.4716 V
3455,3058,2.4643 V
3456,3089,2.4893 V
3457,3086,2.4869 V
3458,3130,2.5223 V
3459,3148,2.5368 V
3460,3175,2.5586 V
3461,3109,2.5054 V
3462,3105,2.5022 V
3463,3104,2.5014 V
3464,3046,2.4547 V
3465,3017,2.4313 V
3466,2998,2.4160 V
3467,3022,2.4353 V
3468,3061,2.4667 V
3469,3030,2.4418 V
3470,3099,2.4974 V
3471,3049,2.4571 V
3472,3074,2.4772 V
3473,3064,2.4692 V
3474,3025,2.4377 V
3475,3005,2.4216 V
3476,2948,2.3757 V
3477,3016,2.4305 V
3478,3030,2.4418 V
3479,3019,2.4329 V
3480,3022,2.4353 V
3481,3058,2.4643 V
3482,3043,2.4522 V
3483,3003,2.4200 V
3484,3039,2.4490 V
3485,2951,2.3781 V
3486,2906,2.3418 V
3487,2962,2.3870 V
3488,2947,2.3749 V
3489,3008,2.4240 V
3490,2968,2.3918 V
3491,3015,2.4297 V
3492,3039,2.4490 V
3493,2984,2.4047 V
3494,2975,2.3974 V
3495,2933,2.3636 V
3496,2929,2.3604 V
3497,2958,2.3837 V
3498,3003,2.4200 V
3499,3018,2.4321 V
3500,2954,2.3805 V
3501,3015,2.4297 V
3502,3051,2.4587 V
3503,3051,2.4587 V
3504,2953,2.3797 V
3505,2960,2.3853 V
3506,2973,2.3958 V
3507,2946,2.3741 V
3508,2979,2.4007 V
3509,2980,2.4015 V
3510,3002,2.4192 V
3511,2986,2.4063 V
3512,3057,2.4635 V
3513,3055,2.4619 V
3514,2971,2.3942 V
3515,2967,2.3910 V
3516,2953,2.3797 V
3517,2974,2.3966 V
3518,2941,2.3700 V
3519,2988,2.4079 V
3520,2972,2.3950 V
3521,2997,2.4152 V
3522,3012,2.4273 V
3523,2987,2.4071 V
3524,3023,2.4361 V
3525,2919,2.3523 V
3526,2935,2.3652 V
3527,3006,2.4224 V
3528,2963,2.3878 V
3529,2978,2.3999 V
3530,2975,2.3974 V
3531,2972,2.3950 V
3532,2962,2.3870 V
3533,2986,2.4063 V
3534,3005,2.4216 V
3535,2972,2.3950 V
3536,2981,2.4023 V
3537,2963,2.3878 V
3538,3010,2.4256 V
3539,2960,2.3853 V
3540,2944,2.3725 V
3541,2959,2.3845 V
3542,2916,2.3499 V
3543,2979,2.4007 V
3544,2904,2.3402 V
3545,2873,2.3152 V
3546,2897,2.3346 V
3547,2871,2.3136 V
3548,2966,2.3902 V
3549,2961,2.3862 V
3550,2944,2.3725 V
3551,2915,2.3491 V
3552,2996,2.4144 V
3553,2931,2.3620 V
3554,2909,2.3442 V
3555,2871,2.3136 V
3556,2865,2.3088 V
3557,2930,2.3612 V
3558,2916,2.3499 V
3559,2957,2.3829 V
3560,2950,2.3773 V
3561,2902,2.3386 V
3562,2995,2.4136 V
3563,2971,2.3942 V
3564,2931,2.3620 V
3565,2907,2.3426 V
3566,2892,2.3305 V
3567,2910,2.3451 V
3568,2938,2.3676 V
3569,2934,2.3644 V
3570,2948,2.3757 V
3571,2999,2.4168 V
3572,2919,2.3523 V
3573,2964,2.3886 V
3574,2929,2.3604 V
3575,2860,2.3048 V
3576,2866,2.3096 V
3577,2904,2.3402 V
3578,2930,2.3612 V
3579,2893,2.3314 V
3580,2950,2.3773 V
3581,2974,2.3966 V
3582,2939,2.3684 V
3583,2927,2.3588 V
3584,2913,2.3475 V
3585,2870,2.3128 V
3586,2858,2.3032 V
3587,2874,2.3160 V
3588,2900,2.3370 V
3589,2899,2.3362 V
3590,2921,2.3539 V
3591,2928,2.3596 V
3592,2956,2.3821 V
3593,2933,2.3636 V
3594,2889,2.3281 V
3595,2874,2.3160 V
3596,2811,2.2653 V
3597,2842,2.2903 V
3598,2850,2.2967 V
3599,2903,2.3394 V
3600,2886,2.3257 V
3601,2860,2.3048 V
3602,2902,2.3386 V
3603,2861,2.3056 V
3604,2813,2.2669 V
3605,2775,2.2363 V
3606,2792,2.2500 V
3607,2765,2.2282 V
3608,2796,2.2532 V
3609,2838,2.2870 V
3610,2814,2.2677 V
3611,2840,2.2886 V
3612,2839,2.2878 V
3613,2915,2.3491 V
3614,2833,2.2830 V
3615,2767,2.2298 V
3616,2747,2.2137 V
3617,2779,2.2395 V
3618,2773,2.2347 V
3619,2812,2.2661 V
3620,2776,2.2371 V
3621,2818,2.2709 V
3622,2837,2.2862 V
3623,2852,2.2983 V
3624,2821,2.2733 V
3625,2752,2.2177 V
3626,2767,2.2298 V
3627,2760,2.2242 V
3628,2809,2.2637 V
3629,2779,2.2395 V
3630,2816,2.2693 V
3631,2874,2.3160 V
3632,2864,2.3080 V
3633,2873,2.3152 V
3634,2834,2.2838 V
3635,2816,2.2693 V
3636,2759,2.2234 V
3637,2804,2.2596 V
3638,2812,2.2661 V
3639,2779,2.2395 V
3640,2836,2.2854 V
3641,2844,2.2919 V
3642,2870,2.3128 V
3643,2887,2.3265 V
3644,2836,2.2854 V
3645,2867,2.3104 V
3646,2813,2.2669 V
3647,2775,2.2363 V
3648,2826,2.2774 V
3649,2858,2.3032 V
3650,2788,2.2467 V
3651,2836,2.2854 V
3652,2878,2.3193 V
3653,2903,2.3394 V
3654,2879,2.3201 V
3655,2803,2.2588 V
3656,2855,2.3007 V
3657,2727,2.1976 V
3658,2710,2.1839 V
3659,2889,2.3281 V
3660,2794,2.2516 V
3661,2776,2.2371 V
3662,2852,2.2983 V
3663,2871,2.3136 V
3664,2776,2.2371 V
3665,2790,2.2484 V
3666,2764,2.2274 V
3667,2701,2.1766 V
3668,2787,2.2459 V
3669,2678,2.1581 V
3670,2802,2.2580 V
3671,2680,2.1597 V
3672,2693,2.1702 V
3673,2905,2.3410 V
3674,2778,2.2387 V
3675,2703,2.1782 V
3676,2713,2.1863 V
3677,2742,2.2097 V
3678,2680,2.1597 V
3679,2704,2.1790 V
3680,2732,2.2016 V
3681,2690,2.1678 V
3682,2798,2.2548 V
3683,2750,2.2161 V
3684,2809,2.2637 V
3685,2709,2.1831 V
3686,2631,2.1202 V
3687,2799,2.2556 V
3688,2655,2.1396 V
3689,2664,2.1468 V
3690,2685,2.1637 V
3691,2678,2.1581 V
3692,2738,2.2064 V
3693,2746,2.2129 V
3694,2767,2.2298 V
3695,2679,2.1589 V
3696,2746,2.2129 V
3697,2703,2.1782 V
3698,2881,2.3217 V
3699,2682,2.1613 V
3700,2625,2.1154 V
3701,2818,2.2709 V
3702,2702,2.1774 V
3703,2781,2.2411 V
3704,2786,2.2451 V
3705,2746,2.2129 V
3706,2760,2.2242 V
3707,2729,2.1992 V
3708,2722,2.1936 V
3709,2691,2.1686 V
3710,2728,2.1984 V
3711,2726,2.1968 V
3712,2897,2.3346 V
3713,2730,2.2000 V
3714,2765,2.2282 V
3715,2842,2.2903 V
3716,2696,2.1726 V
3717,2744,2.2113 V
3718,2742,2.2097 V
3719,2672,2.1533 V
3720,2678,2.1581 V
3721,2710,2.1839 V
3722,2689,2.1670 V
3723,2750,2.2161 V
3724,2812,2.2661 V
3725,2771,2.2330 V
3726,2791,2.2492 V
3727,2700,2.1758 V
3728,2770,2.2322 V
3729,2721,2.1927 V
3730,2668,2.1500 V
3731,2715,2.1879 V
3732,2694,2.1710 V
3733,2701,2.1766 V
3734,2713,2.1863 V
3735,2724,2.1952 V
3736,2674,2.1549 V
3737,2751,2.2169 V
3738,2742,2.2097 V
3739,2637,2.1251 V
3740,2753,2.2185 V
3741,2695,2.1718 V
3742,2669,2.1508 V
3743,2760,2.2242 V
3744,2715,2.1879 V
3745,2634,2.1226 V
3746,2657,2.1412 V
3747,2610,2.1033 V
3748,2609,2.1025 V
3749,2775,2.2363 V
3750,2620,2.1114 V
3751,2568,2.0695 V
3752,2798,2.2548 V
3753,2701,2.1766 V
3754,2627,2.1170 V
3755,2687,2.1653 V
3756,2673,2.1541 V
3757,2619,2.1105 V
3758,2604,2.0985 V
3759,2633,2.1218 V
3760,2626,2.1162 V
3761,2705,2.1799 V
3762,2660,2.1436 V
3763,2620,2.1114 V
3764,2821,2.2733 V
3765,2704,2.1790 V
3766,2672,2.1533 V
3767,2722,2.1936 V
3768,2644,2.1307 V
3769,2665,2.1476 V
3770,2681,2.1605 V
3771,2636,2.1242 V
3772,2684,2.1629 V
3773,2750,2.2161 V
3774,2703,2.1782 V
3775,2633,2.1218 V
3776,2777,2.2379 V
3777,2622,2.1130 V
3778,2654,2.1388 V
3779,2702,2.1774 V
3780,2631,2.1202 V
3781,2718,2.1903 V
3782,2685,2.1637 V
3783,2674,2.1549 V
3784,2749,2.2153 V
3785,2707,2.1815 V
3786,2667,2.1492 V
3787,2599,2.0944 V
3788,2763,2.2266 V
3789,2565,2.0670 V
3790,2632,2.1210 V
3791,2693,2.1702 V
3792,2680,2.1597 V
3793,2712,2.1855 V
3794,2746,2.2129 V
3795,2763,2.2266 V
3796,2603,2.0977 V
3797,2841,2.2895 V
3798,2581,2.0799 V
3799,2553,2.0574 V
3800,2713,2.1863 V
3801,2551,2.0558 V
3802,2628,2.1178 V
3803,2677,2.1573 V
3804,2642,2.1291 V
3805,2615,2.1073 V
3806,2652,2.1371 V
3807,2630,2.1194 V
3808,2571,2.0719 V
3809,2610,2.1033 V
3810,2546,2.0517 V
3811,2504,2.0179 V
3812,2603,2.0977 V
3813,2802,2.2580 V
3814,2592,2.0888 V
3815,2529,2.0380 V
3816,2718,2.1903 V
3817,2537,2.0445 V
3818,2564,2.0662 V
3819,2269,1.8285 V
3820,0,0.0000 V
3821,0,0.0000 V
3822,0,0.0000 V
3823,0,0.0000 V
3824,0,0.0000 V
3825,0,0.0000 V
3826,0,0.0000 V
3827,0,0.0000 V
3828,0,0.0000 V
3829,0,0.0000 V
3830,0,0.0000 V
3831,0,0.0000 V
3832,0,0.0000 V
3833,0,0.0000 V
3834,0,0.0000 V
3835,0,0.0000 V
3836,0,0.0000 V
3837,0,0.0000 V
3838,0,0.0000 V
3839,0,0.0000 V
3840,0,0.0000 V
3841,0,0.0000 V
3842,0,0.0000 V
3843,0,0.0000 V
3844,0,0.0000 V
3845,0,0.0000 V
3846,0,0.0000 V
3847,0,0.0000 V
3848,0,0.0000 V
3849,0,0.0000 V
3850,0,0.0000 V
3851,0,0.0000 V
3852,0,0.0000 V
3853,0,0.0000 V
3854,0,0.0000 V
3855,0,0.0000 V
3856,0,0.0000 V
3857,0,0.0000 V
3858,0,0.0000 V
3859,0,0.0000 V
3860,0,0.0000 V
3861,0,0.0000 V
3862,0,0.0000 V
3863,0,0.0000 V
3864,0,0.0000 V
3865,0,0.0000 V
3866,0,0.0000 V
3867,0,0.0000 V
3868,0,0.0000 V
3869,0,0.0000 V
3870,0,0.0000 V
3871,0,0.0000 V
3872,0,0.0000 V
3873,0,0.0000 V
3874,0,0.0000 V
3875,0,0.0000 V
3876,0,0.0000 V
3877,0,0.0000 V
3878,0,0.0000 V
3879,0,0.0000 V
3880,0,0.0000 V
3881,0,0.0000 V
3882,0,0.0000 V
3883,0,0.0000 V
3884,0,0.0000 V
3885,0,0.0000 V
3886,0,0.0000 V
3887,0,0.0000 V
3888,0,0.0000 V
3889,0,0.0000 V
3890,0,0.0000 V
3891,0,0.0000 V
3892,0,0.0000 V
3893,0,0.0000 V
3894,0,0.0000 V
3895,0,0.0000 V
3896,0,0.0000 V
3897,0,0.0000 V
3898,0,0.0000 V
3899,7,0.0056 V
3900,0,0.0000 V
3901,0,0.0000 V
3902,64,0.0516 V
3903,0,0.0000 V
3904,0,0.0000 V
3905,3,0.0024 V
3906,0,0.0000 V
3907,0,0.0000 V
3908,20,0.0161 V
3909,0,0.0000 V
3910,0,0.0000 V
3911,23,0.0185 V
3912,0,0.0000 V
3913,0,0.0000 V
3914,104,0.0838 V
3915,0,0.0000 V
3916,7,0.0056 V
3917,61,0.0492 V
3918,0,0.0000 V
3919,0,0.0000 V
3920,21,0.0169 V
3921,0,0.0000 V
3922,0,0.0000 V
3923,80,0.0645 V
3924,0,0.0000 V
3925,0,0.0000 V
3926,61,0.0492 V
3927,0,0.0000 V
3928,5,0.0040 V
3929,36,0.0290 V
3930,0,0.0000 V
3931,0,0.0000 V
3932,38,0.0306 V
3933,30,0.0242 V
3934,5,0.0040 V
3935,0,0.0000 V
3936,0,0.0000 V
3937,13,0.0105 V
3938,0,0.0000 V
3939,0,0.0000 V
3940,0,0.0000 V
3941,0,0.0000 V
3942,0,0.0000 V
3943,24,0.0193 V
3944,0,0.0000 V
3945,0,0.0000 V
3946,25,0.0201 V
3947,0,0.0000 V
3948,40,0.0322 V
3949,0,0.0000 V
3950,0,0.0000 V
3951,0,0.0000 V
3952,0,0.0000 V
3953,10,0.0081 V
3954,0,0.0000 V
3955,0,0.0000 V
3956,0,0.0000 V
3957,7,0.0056 V
3958,0,0.0000 V
3959,0,0.0000 V
3960,32,0.0258 V
3961,0,0.0000 V
3962,6,0.0048 V
3963,0,0.0000 V
3964,28,0.0226 V
3965,0,0.0000 V
3966,0,0.0000 V
3967,39,0.0314 V
3968,59,0.0475 V
3969,0,0.0000 V
3970,42,0.0338 V
3971,13,0.0105 V
3972,0,0.0000 V
3973,12,0.0097 V
3974,90,0.0725 V
3975,0,0.0000 V
3976,36,0.0290 V
3977,21,0.0169 V
3978,82,0.0661 V
3979,77,0.0621 V
3980,0,0.0000 V
3981,52,0.0419 V
3982,0,0.0000 V
3983,0,0.0000 V
3984,73,0.0588 V
3985,22,0.0177 V
3986,0,0.0000 V
3987,0,0.0000 V
3988,112,0.0903 V
3989,32,0.0258 V
3990,37,0.0298 V
3991,4,0.0032 V
3992,49,0.0395 V
3993,29,0.0234 V
3994,0,0.0000 V
3995,103,0.0830 V
3996,0,0.0000 V
3997,8,0.0064 V
3998,79,0.0637 V
3999,25,0.0201 V
4000,0,0.0000 V
4001,0,0.0000 V
4002,46,0.0371 V
4003,0,0.0000 V
4004,0,0.0000 V
4005,26,0.0210 V
4006,0,0.0000 V
4007,72,0.0580 V
4008,3,0.0024 V
4009,0,0.0000 V
4010,0,0.0000 V
4011,0,0.0000 V
4012,0,0.0000 V
4013,0,0.0000 V
4014,26,0.0210 V
4015,0,0.0000 V
4016,0,0.0000 V
4017,9,0.0073 V
4018,101,0.0814 V
4019,0,0.0000 V
4020,0,0.0000 V
4021,73,0.0588 V
4022,0,0.0000 V
4023,0,0.0000 V
4024,49,0.0395 V
4025,0,0.0000 V
4026,0,0.0000 V
4027,8,0.0064 V
4028,25,0.0201 V
4029,0,0.0000 V
4030,0,0.0000 V
4031,20,0.0161 V
4032,62,0.0500 V
4033,0,0.0000 V
4034,0,0.0000 V
4035,102,0.0822 V
4036,0,0.0000 V
4037,13,0.0105 V
4038,103,0.0830 V
4039,0,0.0000 V
4040,38,0.0306 V
4041,38,0.0306 V
4042,8,0.0064 V
4043,56,0.0451 V
4044,47,0.0379 V
4045,88,0.0709 V
4046,25,0.0201 V
4047,20,0.0161 V
4048,156,0.1257 V
4049,96,0.0774 V
4050,41,0.0330 V
4051,29,0.0234 V
4052,75,0.0604 V
4053,22,0.0177 V
4054,83,0.0669 V
4055,60,0.0484 V
4056,0,0.0000 V
4057,155,0.1249 V
4058,33,0.0266 V
4059,24,0.0193 V
4060,100,0.0806 V
4061,0,0.0000 V
4062,27,0.0218 V
4063,56,0.0451 V
4064,71,0.0572 V
4065,0,0.0000 V
4066,70,0.0564 V
4067,53,0.0427 V
4068,12,0.0097 V
4069,52,0.0419 V
4070,0,0.0000 V
4071,0,0.0000 V
4072,67,0.0540 V
4073,28,0.0226 V
4074,0,0.0000 V
4075,26,0.0210 V
4076,17,0.0137 V
4077,0,0.0000 V
4078,70,0.0564 V
4079,4,0.0032 V
4080,0,0.0000 V
4081,8,0.0064 V
4082,0,0.0000 V
4083,139,0.1120 V
4084,0,0.0000 V
4085,0,0.0000 V
4086,56,0.0451 V
4087,4,0.0032 V
4088,0,0.0000 V
4089,42,0.0338 V
4090,0,0.0000 V
4091,0,0.0000 V
4092,52,0.0419 V
4093,0,0.0000 V
4094,0,0.0000 V
4095,0,0.0000 V
